rowNumber,stationId,Location,Address
357,11222030,Point(139.7638423 35.93410739999999),越谷市千間台西4-2
358,11224010,Point(139.6646544 35.81905709999999),戸田市新曽1093
359,11224510,Point(139.6425316 35.8209206),戸田市美女木５－２－１６
360,11225010,Point(139.3967361 35.8313321),入間市東町１-１６
361,11225510,Point(139.378643 35.8322468),入間市高倉５－４９１
362,11229010,Point(139.616884 35.778059),和光市諏訪３－２０
363,11229510,Point(139.614909 35.7937349),和光市新倉１－３１－１０
364,11230070,Point(139.5521867 35.7820779),新座市本多１－９－２２
365,11232010,Point(139.6623882 36.0656055),久喜市江面８５
366,11232510,Point(139.6681689 36.0701176),久喜市本町７－９１３－１
367,11234010,Point(139.8355327 35.820508),八潮市中央１－２－１
368,11235010,Point(139.5490558 35.8567086),富士見市鶴馬１８００－１
369,11235510,Point(139.5712889 35.85271520000001),富士見市下南畑2486-4
370,11237020,Point(139.8841693 35.8422674),三郷市三郷３－２－１
371,11238010,Point(139.6494849 35.9727675),蓮田市蓮田５－３０
372,11239010,Point(139.4009589 35.9714792),坂戸市芦山町１１
373,11240010,Point(139.7316932 36.0754341),幸手市幸手２２６２
374,11241510,Point(139.3996248 35.93095539999999),鶴ヶ島市太田ヶ谷６１７－１８
375,11326010,Point(139.3254848 35.9619793),入間郡毛呂山町目白台2-31-1
376,11329010,Point(139.3434724 35.8930667),日高市中鹿山８１
377,11343010,Point(139.2619009 36.0594871),比企郡小川町大塚１１０５
378,11344010,Point(139.1777779 36.0184188),秩父郡東秩父村白石６０１-２
379,11346510,Point(139.4611741 35.9795506),比企郡川島町かわじま２－１９
380,11362010,Point(139.0988043 36.0708172),秩父郡皆野町皆野1420-1
381,11382010,Point(139.1333957 36.1901088),本庄市児玉町児玉１９３－６
382,11403010,Point(139.3819898 36.2229999),熊谷市妻沼東１－１
383,11408510,Point(139.2074557 36.121908),大里郡寄居町桜沢２３４－３
384,11421010,Point(139.5597075 36.0854272),加須市上種足９１４
385,11442010,Point(139.7121998 36.0267856),南埼玉郡宮代町学園台4-1
386,12105010,Point(140.1742426 35.5546114),千葉市緑区おゆみ野中央４－３
387,12201010,Point(140.0977715 35.69410380000001),千葉市花見川区花見川４－１
388,12201020,Point(140.0688382 35.6488193),千葉市花見川区検見川町３－３２２－２３
389,12201040,Point(140.1432781 35.6649295),千葉市稲毛区山王町１２１
390,12201050,Point(140.0978705 35.6534982),千葉市稲毛区宮野木町９９６－９
391,12201070,Point(140.1818881 35.5963065),千葉市若葉区大宮台７－８－１
392,12201090,Point(140.1837585 35.6286945),千葉市若葉区千城台北１－４－１
393,12201120,Point(140.1213618 35.59697240000001),千葉市中央区寒川町１－２０５
394,12201160,Point(140.1282351 35.5835927),千葉市中央区今井１－１３－２４
395,12201180,Point(140.1310505 35.5726557),千葉市中央区蘇我２－３－１８
396,12201200,Point(140.1064992 35.6073392),千葉市中央区千葉港１－１
397,12201250,Point(140.138552 35.611391),千葉市中央区都町２－１４
398,12201260,Point(140.2578558 35.531377),千葉市緑区大椎町１２５１－３１６
399,12201300,Point(140.1205528 35.6348139),千葉市稲毛区千草台２－１３５９－１
400,12201320,Point(140.0669084 35.6340173),千葉市美浜区真砂１－１１
401,12201520,Point(140.1201511 35.6095183),千葉市中央区中央２－１－１
402,12201540,Point(140.0977401 35.6589021),千葉市花見川区宮野木台４－５２１－１
403,12201570,Point(140.067069 35.6445893),千葉市美浜区真砂５－１
404,12202090,Point(140.8255983 35.7286623),銚子市栄町２－２－１
405,12203040,Point(139.9588221 35.6960854),市川市二俣６７８
406,12203080,Point(139.954414 35.7503315),市川市大野２－１８７７
407,12203110,Point(139.9328454 35.7239425),市川市八幡３－２４－１
408,12203120,Point(139.9133061 35.6790883),市川市湊新田2-4
409,12203510,Point(139.9060251 35.7314911),市川市市川２－３３－６
410,12203520,Point(139.9206727 35.684037),市川市末広１－１－４８
411,12203550,Point(139.9226579 35.70954990000001),市川市稲荷木２丁目４番 稲荷木２丁目公園内
412,12204040,Point(139.9956824 35.7455079),船橋市丸山５－２５－１
413,12204050,Point(140.0089949 35.7271186),船橋市高根町２８９５
414,12204060,Point(140.0415732 35.7294164),船橋市高根台５－２－１
415,12204070,Point(140.0247173 35.6953637),船橋市前原西２－２８－１
416,12204100,Point(140.0608282 35.7574587),船橋市金堀町５２２－１
417,12204110,Point(139.9647304 35.7135174),船橋市印内１－２－１
418,12204140,Point(139.993363 35.6771308),船橋市若松３－２－３
419,12204150,Point(139.9772366 35.6971527),船橋市南本町１０－１
420,12204520,Point(139.9754694 35.6981038),船橋市海神町３－３９９－１
421,12204530,Point(139.9785953 35.6880639),船橋市日の出１－１６
422,12205030,Point(139.8816085 35.0184814),館山市亀ケ原７５４
423,12206010,Point(139.9253573 35.3858445),木更津市中央１－１０－１
424,12206030,Point(139.8997565 35.4211601),木更津市畔戸１５２５番地
425,12206070,Point(139.9504682 35.3812139),木更津市清見台南１－１５
426,12206080,Point(139.9042343 35.3417491),木更津市畑沢南２－１６－１
427,12206140,Point(140.0678416 35.3688946),木更津市真里谷５２４－３
428,12206520,Point(139.9382318 35.374032),木更津市請西２－１－２４
429,12206530,Point(139.9627043 35.4071326),木更津市牛袋５９１－２
430,12207010,Point(139.9033705 35.7876179),松戸市根本３８７－５
431,12207020,Point(139.9623064 35.7911332),松戸市五香西２－４０－１０
432,12207030,Point(139.9291413 35.823038),松戸市二ツ木４０－１
433,12207520,Point(139.9123927 35.7995549),松戸市上本郷２２３４－５
434,12208010,Point(139.8659565 35.9476145),野田市野田７９４－１
435,12208510,Point(139.880097 35.953403),野田市宮崎新田１３７－１
436,12209010,Point(140.5615266 35.8934843),香取市大倉２１４７－３
437,12210010,Point(140.2859778 35.434099),茂原市高師１２４７－６
438,12211040,Point(140.2950695 35.77367479999999),成田市加良部５－１１
439,12211510,Point(140.3208523 35.7781301),成田市花崎町７８９－４
440,12212040,Point(140.2064792 35.7277762),佐倉市江原新田５４－１
441,12212520,Point(140.205131 35.6846567),佐倉市山王２－３７－４
442,12213010,Point(140.368981 35.5552469),東金市堀上１１１
443,12214010,Point(140.5779348 35.7212275),匝瑳市椿９６９－１
444,12216010,Point(140.030958 35.6853688),習志野市鷺沼台１－５９１－１
445,12217020,Point(139.9717795 35.8439578),柏市永楽台２－８－１
446,12217030,Point(139.9635447 35.9015724),柏市大室１２５６
447,12217510,Point(139.9636086 35.857934),柏市旭町３－８３１－３５
448,12217520,Point(139.921008 35.8967528),柏市西原２－１１－２５
449,12218010,Point(140.2657828 35.1799832),勝浦市小羽戸５８－２
450,12219010,Point(140.1241332 35.5356071),市原市八幡８３１－２
451,12219030,Point(140.0900293 35.5199404),市原市五井５５００－１
452,12219060,Point(140.0502546 35.4787704),市原市姉崎１８５０
453,12219090,Point(140.0776785 35.4879615),市原市廿五里５５８
454,12219110,Point(140.1797728 35.4983318),市原市潤井戸２２９９－１４
455,12219120,Point(140.1508801 35.5229895),市原市辰巳台西５－１０
456,12219140,Point(140.0522701 35.4478422),市原市有秋台西２－３
457,12219180,Point(140.1351015 35.4483325),市原市松崎８２０
458,12219190,Point(140.0679921 35.5260141),市原市岩崎西１－８－８
459,12219200,Point(140.1153436 35.5103903),市原市北国分寺台３－５－１
460,12219380,Point(140.1460666 35.3335387),市原市平野１２３
461,12219390,Point(140.142491 35.4062084),市原市奉免１６６－１
462,12219520,Point(140.0829646 35.5199386),市原市五井1661
463,12220010,Point(139.9035901 35.8570293),流山市平和台１－３－１４
464,12221020,Point(140.0821774 35.716628),八千代市高津４２１－３
465,12221510,Point(140.118946 35.7323499),八千代市村上３１０３
466,12222010,Point(140.0772685 35.8623423),我孫子市湖北台４－３－１
467,12224040,Point(140.0175457 35.7935401),鎌ケ谷市軽井沢２０６０－３２
468,12224510,Point(140.0081501 35.7822144),鎌ケ谷市初富９２４－６
469,12225010,Point(139.9023381 35.3316012),君津市久保２－１１
470,12225030,Point(139.8843042 35.3435333),君津市坂田５１８
471,12225070,Point(139.9275296 35.3013114),君津市宮下１－４－１
472,12225080,Point(139.8661901 35.342859),君津市人見１１５４
473,12225090,Point(140.0533454 35.3229581),君津市俵田１１１０
474,12225120,Point(139.9698313 35.3055301),君津市糠田５５
475,12226010,Point(139.852887 35.3218906),富津市下飯野１１３５
476,12227510,Point(139.9108242 35.655035),浦安市美浜４－６
477,12228010,Point(140.1708865 35.6678777),四街道市鹿渡８０９－２
478,12230010,Point(140.3118002 35.6729414),八街市八街ほ２０８－１０６
479,12301020,Point(139.9012134 35.6552406),浦安市猫実１－２－７
480,12303010,Point(139.8141856 36.0477601),野田市桐ケ作４１５－１
481,12305510,Point(140.002113 35.8406241),柏市大津ヶ丘２－１
482,12326010,Point(140.0446776 35.7985543),白井市七次台３－２２
483,12327010,Point(140.1395164 35.7957276),印西市高花１－３
484,12329010,Point(140.2465786 35.8460503),印旛郡栄町安食台４－３４－１
485,12343010,Point(140.4205247 35.8523869),成田市奈土1044
486,12344020,Point(140.6002988 35.8466005),香取市羽根川５５－５
487,12345020,Point(140.6059434 35.7901177),香取市府馬３４２９－４
488,12408010,Point(140.4842145 35.6553864),山武郡横芝光町横芝１８００
489,12409010,Point(140.4140222 35.7206815),山武郡芝山町山田１０６５
490,12421020,Point(140.3798435 35.348911),長生郡一宮町東浪見１５１６－２
491,12463010,Point(139.8353306 35.1110554),安房郡鋸南町下佐久間３４５８
492,12481010,Point(139.9533725 35.4287384),袖ケ浦市坂戸市場４４
493,12481040,Point(140.0279697 35.4557607),袖ケ浦市代宿３０５
494,12481050,Point(140.0022961 35.4144862),袖ケ浦市三ッ作７４１
495,12481060,Point(140.0282756 35.4291604),袖ケ浦市蔵波９９５ー７
496,12481070,Point(140.0084012 35.3651236),袖ケ浦市吉野田１９８
497,12481080,Point(140.0345446 35.3903778),袖ケ浦市横田５００
498,12481090,Point(140.0702598 35.4241348),袖ケ浦市川原井１８７１－１１
499,12481160,Point(140.0036082 35.4496582),袖ケ浦市長浦駅前６－１－４
500,12481510,Point(139.9682273 35.4322751),袖ケ浦市福王台４－１０－４
501,12481520,Point(140.0160722 35.4222118),袖ケ浦市大曽根１９９０
502,13101010,Point(139.7679463 35.692767),千代田区神田司町２丁目２番地
503,13101510,Point(139.7537719 35.6940309),千代田区
504,13101520,Point(139.7537719 35.6940309),千代田区
505,13102010,Point(139.7793661 35.6564166),中央区晴海三丁目６番１号
506,13102510,Point(139.7817278 35.6788955),中央区新川一丁目３番１号
507,13103010,Point(139.7355846 35.6422585),港区高輪一丁目6番
508,13103510,Point(139.740135 35.6381278),港区高輪２－２０
509,13104010,Point(139.7113021 35.6837071),新宿区内藤町１１
510,13104540,Point(139.7113021 35.6837071),新宿区内藤町１１
511,13104550,Point(139.703742 35.7167454),新宿区下落合二丁目２番地先
512,13105010,Point(139.7555691 35.7331806),文京区本駒込四丁目35番15号
513,13105530,Point(139.7346645 35.7194287),文京区大塚３－５－１
514,13106520,Point(139.793248 35.7292203),台東区三ノ輪２－５地先
515,13107520,Point(139.815146 35.7202019),墨田区東向島１－３４
516,13108010,Point(139.8276492 35.689975),江東区大島３－１－３
517,13108020,Point(139.7785345 35.6324902),港区台場１－３－１
518,13108520,Point(139.8356927 35.6967785),江東区亀戸７－４２
519,13108530,Point(139.8102702 35.6499989),江東区辰巳一丁目９番地先
520,13109010,Point(139.7209595 35.6108138),品川区豊町２－１－２０
521,13109030,Point(139.7514887 35.6007707),品川区八潮５－１１－１７
522,13109510,Point(139.7406755 35.6165235),品川区北品川３－１１－２２
523,13109520,Point(139.719059 35.6204066),品川区西五反田７－２５－１
524,13110010,Point(139.6821513 35.6194814),目黒区碑文谷４－１９－２５
525,13110510,Point(139.6903398 35.6525728),目黒区青葉台３－６
526,13110530,Point(139.6791349 35.6232078),目黒区柿の木坂１－１－４
527,13111010,Point(139.7396494 35.5575322),大田区東糀谷１－２１－１５
528,13111520,Point(139.7098858 35.5963547),大田区中馬込２－１７先
529,13111530,Point(139.6930952 35.6018959),大田区南千束１－３３－１
530,13111540,Point(139.686531 35.5731466),大田区千鳥３丁目３－３１先
531,13112010,Point(139.6528218 35.646004),世田谷区世田谷４－２１－２７
532,13112020,Point(139.5957727 35.6519663),世田谷区成城９－２５－１
533,13112510,Point(139.6639875 35.6353695),世田谷区上馬４－１－３
534,13112520,Point(139.613017 35.6660458),世田谷区粕谷２－１９
535,13113010,Point(139.6985104 35.6641008),渋谷区宇田川町１－１
536,13113510,Point(139.6619497 35.6727047),渋谷区笹塚１－６４－１９
537,13114010,Point(139.6410647 35.7191824),中野区若宮三丁目53番
538,13114510,Point(139.6824869 35.70038820000001),中野区中央2-18-21
539,13115010,Point(139.6023409 35.6906352),杉並区久我山５－３６－１７
540,13115550,Point(139.6198683 35.719092),杉並区下井草四丁目３番１号
541,13116530,Point(139.7262368 35.7418787),豊島区西巣鴨２－３９－５
542,13117520,Point(139.7357443 35.7666518),北区王子５丁目２９番
543,13118010,Point(139.7891857 35.7331499),荒川区南千住１－４－１１
544,13119010,Point(139.707651 35.7538045),板橋区氷川町１３－１
545,13119510,Point(139.7054233 35.7609043),板橋区大和町１４－１２
546,13120010,Point(139.664222 35.7653547),練馬区北町１－１４－１１
547,13120020,Point(139.5990181 35.7377286),練馬区石神井町５－２４地先
548,13120030,Point(139.6525779 35.7433165),練馬区練馬２－２７－２８
549,13121010,Point(139.7762232 35.7800681),足立区西新井６－２１－３
550,13121020,Point(139.8257782 35.7697167),足立区綾瀬６－２３
551,13121510,Point(139.8045157 35.77453510000001),足立区中央本町１－１７
552,13122010,Point(139.8776074 35.744251),葛飾区鎌倉２丁目２１番４号
553,13122020,Point(139.8692678 35.7864558),葛飾区水元公園３－２
554,13122520,Point(139.8530976 35.7608755),葛飾区亀有二丁目７５番１号
555,13123010,Point(139.8859668 35.7099429),江戸川区鹿骨１－１５－１
556,13123020,Point(139.8773135 35.6821907),江戸川区春江町５－３ー３
557,13123030,Point(139.871021 35.6536708),江戸川区南葛西１－１１－１
558,13201020,Point(139.3398327 35.6449805),八王子市片倉町５５３番地
559,13201040,Point(139.287173 35.6283426),八王子市館町１０９７－６６
560,13201060,Point(139.2930374 35.6714287),八王子市大楽寺町４１９－１
561,13201510,Point(139.3210684 35.66185249999999),八王子市八木町８
562,13202010,Point(139.4078627 35.7139094),立川市泉町１１５６－９
563,13203010,Point(139.5562603 35.7129334),武蔵野市関前３－２－２０
564,13203510,Point(139.5385007 35.7110151),武蔵野市関前５－２１
565,13204510,Point(139.560947 35.6924964),三鷹市下連雀７丁目１５番４号
566,13205010,Point(139.2752717 35.7906682),青梅市東青梅１－１１－１
567,13206010,Point(139.477549 35.6689308),府中市宮西町２－２４
568,13208020,Point(139.5553302 35.6664505),調布市深大寺南町４－１６－２３
569,13209010,Point(139.4529557 35.5357835),町田市金森1-22
570,13209020,Point(139.4834704 35.5870987),町田市能ケ谷町１５１２
571,13210010,Point(139.5063669 35.7040292),小金井市本町６－６－３
572,13211010,Point(139.4765433 35.7277805),小平市小川町２－１３２５
573,13212520,Point(139.4330685 35.6560905),日野市落川９４６番地先
574,13213510,Point(139.4660197 35.752624),東村山市本町１－１０先
575,13215510,Point(139.4321945 35.6821067),国立市谷保６２０８
576,13216010,Point(139.5343932 35.7280748),西東京市田無町４－１５－１１
577,13217010,Point(139.5580759 35.7496954),西東京市下保谷一丁目４番
578,13217510,Point(139.5529825 35.7247401),西東京市柳沢２－１８先
579,13218010,Point(139.3267764 35.7386543),福生市本町５
580,13219010,Point(139.570463 35.6351588),狛江市中和泉３－４－１０
581,13220010,Point(139.4253255 35.7509319),東大和市奈良橋４－５７３
582,13221010,Point(139.521002 35.7797407),清瀬市上清戸２－６－４１
583,13222510,Point(139.5216362 35.7514113),東久留米市中央町６－９－１
584,13224010,Point(139.4319861 35.6332618),多摩市愛宕１－６５－１
585,13303520,Point(139.336038 35.7749305),西多摩郡瑞穂町長岡１－１０
586,13421950,Point(142.2151268 27.0960623),小笠原村父島旭山地内
587,14101010,Point(139.6849913 35.5003919),横浜市鶴見区本町通４－１７１－２３
588,14101020,Point(139.6707013 35.4956192),横浜市鶴見区生麦４－１５－１
589,14101520,Point(139.675406 35.5227127),横浜市鶴見区下末吉２－２５－６
590,14102010,Point(139.6292834 35.4771023),横浜市神奈川区広台太田町３－８
591,14103010,Point(139.6156393 35.4576874),横浜市西区平沼２－１１－３６
592,14103510,Point(139.6114949 35.4653692),横浜市西区浅間町１－１６
593,14104020,Point(139.6488806 35.4193072),横浜市中区根岸加曽台１－１
594,14104030,Point(139.6624281 35.4151966),横浜市中区本牧大里町１５５－１８
595,14105020,Point(139.610123 35.4343409),横浜市南区南太田２－３０－１
596,14106010,Point(139.5855624 35.4520062),横浜市保土ヶ谷区桜ヶ丘２－１５－１
597,14107010,Point(139.6184164 35.402381),横浜市磯子区磯子３－５－１
598,14107520,Point(139.6245683 35.4207697),横浜市磯子区滝頭３－１－６８
599,14108020,Point(139.6316151 35.36122230000001),横浜市金沢区富岡東６－１６－１
600,14109040,Point(139.6330203 35.518987),横浜市港北区大豆戸町２６－１
601,14110050,Point(139.5138459 35.3977109),横浜市戸塚区汲沢３－６－１
602,14110510,Point(139.5257126 35.3986601),横浜市戸塚区戸塚町４２７２
603,14111020,Point(139.5706101 35.3867642),横浜市港南区野庭町６３０
604,14111520,Point(139.5904691 35.4016667),横浜市港南区港南中央通６－１
605,14112020,Point(139.5520672 35.4719976),横浜市旭区鶴ヶ峰町１－４２
606,14112510,Point(139.5213351 35.4856466),横浜市旭区都岡町４－８
607,14113020,Point(139.5265331 35.5160013),横浜市緑区三保町１８６７
608,14113510,Point(139.5152296 35.539608),横浜市青葉区しらとり台５
609,14113520,Point(139.5658493 35.5354357),横浜市都筑区平台２７－１
610,14114020,Point(139.4867465 35.45744730000001),横浜市瀬谷区南瀬谷１－１－１
611,14115010,Point(139.5716437 35.357639),横浜市栄区犬山町６－１
612,14116010,Point(139.4898296 35.425629),横浜市泉区和泉町４６３６－２
613,14117010,Point(139.5362099 35.553844),横浜市青葉区市ヶ尾町３１－４
614,14118010,Point(139.5706659 35.544799),横浜市都筑区茅ヶ崎中央３２－１
615,14131020,Point(139.7340411 35.5319906),川崎市川崎区台町２６－７
616,14131030,Point(139.7117829 35.5149206),川崎市川崎区田島町２０－１５
617,14131100,Point(139.7036123 35.5319907),川崎市川崎区宮本町3-3
618,14131510,Point(139.7028959 35.530861),川崎市川崎区宮本町１番地
619,14131530,Point(139.7292786 35.5209026),川崎市川崎区池上町３
620,14131540,Point(139.6943732 35.5234828),川崎市川崎区日進町２３－１
621,14132060,Point(139.6863924 35.5444024),川崎市幸区戸手本町１－１１－３
622,14132510,Point(139.6918181 35.5433476),川崎市幸区遠藤町１
623,14133010,Point(139.6559439 35.5759815),川崎市中原区小杉町３－２４５
624,14133520,Point(139.6589513 35.568787),川崎市中原区木月住吉町３３－１
625,14134010,Point(139.614022 35.598802),川崎市高津区溝口１－６－１０
626,14134530,Point(139.6144841 35.6080779),川崎市高津区溝口５－１５－７
627,14135070,Point(139.5150547 35.6024229),川崎市麻生区百合丘２－１０
628,14135080,Point(139.5587687 35.62262080000001),川崎市多摩区登戸１３２９
629,14135530,Point(139.4975649 35.5914051),川崎市麻生区片平２－３０－７
630,14135540,Point(139.574451 35.616606),川崎市多摩区宿河原２－５９－２
631,14136010,Point(139.5858961 35.5889618),川崎市宮前区宮前平３－１４－１
632,14136510,Point(139.5801042 35.58478059999999),川崎市宮前区土橋２－１－１
633,14153510,Point(139.421767 35.552819),相模原市南区古淵３－１１４－１
634,14201020,Point(139.6317448 35.3182278),横須賀市夏島町９
635,14201040,Point(139.6259237 35.221488),横須賀市長坂１－２－２
636,14201050,Point(139.7060151 35.2266534),横須賀市久里浜６－１４－２
637,14201530,Point(139.6704215 35.2829123),横須賀市小川町3番地
638,14203030,Point(139.3629748 35.3762374),平塚市田村６－１－１
639,14203040,Point(139.3091998 35.334984),平塚市河内３０７
640,14203050,Point(139.3455297 35.31912519999999),平塚市龍城ヶ丘５－６２
641,14203100,Point(139.3547836 35.3556141),平塚市東真土2-12-1
642,14203510,Point(139.3562292 35.3335398),平塚市天沼２－５
643,14204010,Point(139.5471289 35.3192067),鎌倉市御成町１８－１０
644,14204530,Point(139.5209463 35.3488347),鎌倉市岡本１０１８
645,14205010,Point(139.4918806 35.3388323),藤沢市朝日町１－１
646,14205030,Point(139.467352 35.4012915),藤沢市湘南台5-23
647,14205040,Point(139.4168038 35.403358),藤沢市打戻１９０２
648,14205050,Point(139.4492865 35.3402423),藤沢市辻堂新町１－１１－２３
649,14205510,Point(139.4849011 35.3473974),藤沢市藤沢１－１
650,14206010,Point(139.1522272 35.2644846),小田原市荻窪３００
651,14206510,Point(139.1586252 35.2506153),小田原市本町１－５－１２
652,14207010,Point(139.4036328 35.3337929),茅ヶ崎市茅ケ崎１－１－１
653,14207510,Point(139.4027683 35.3336185),茅ヶ崎市茅ヶ崎１－２３４０－１
654,14208020,Point(139.5803997 35.295594),逗子市逗子５－２－１６
655,14208520,Point(139.5802054 35.2953326),逗子市逗子５－１０－１９
656,14209010,Point(139.3731743 35.5714754),相模原市中央区中央2丁目11番15号
657,14209020,Point(139.4078149 35.521846),相模原市南区桜台20番地1
658,14209030,Point(139.3434209 35.5991221),相模原市緑区橋本6丁目15番27号
659,14209040,Point(139.3344765 35.5481299),相模原市中央区田名４９８７－６
660,14209050,Point(139.2565095 35.5864859),相模原市緑区中野633
661,14209530,Point(139.3567039 35.5485606),相模原市中央区上溝2322番地2
662,14210010,Point(139.6207388 35.1446882),三浦市城山町５－１
663,14211010,Point(139.2239719 35.374649),秦野市文京町２５８１－１５
664,14211510,Point(139.2303028 35.3714959),秦野市本町１－１０－１４
665,14212020,Point(139.3634111 35.44047),厚木市中町１－８－１１
666,14212520,Point(139.3678037 35.4666052),厚木市金田１７２
667,14212530,Point(139.3576209 35.4452165),厚木市水引２－３－１
668,14213010,Point(139.4579964 35.4875298),大和市下鶴間１－１－１
669,14213510,Point(139.466145 35.4718748),大和市深見台４－１
670,14214020,Point(139.3150843 35.4033424),伊勢原市田中３４８
671,14214510,Point(139.2789768 35.3899778),伊勢原市大住台１－１－１
672,14215010,Point(139.3908038 35.446427),海老名市勝瀬１７５
673,14216020,Point(139.407704 35.488636),座間市緑ヶ丘１－１－１
674,14217020,Point(139.1157538 35.3107433),南足柄市生駒３３０－１
675,14218010,Point(139.4263217 35.4371591),綾瀬市早川５５０
676,14321010,Point(139.3837609 35.3726054),高座郡寒川町宮山１６５
677,14382010,Point(139.0497132 35.2540924),足柄下郡箱根町宮城野626-11
678,14401010,Point(139.3223763 35.5286217),愛甲郡愛川町角田１０４－４
679,15102510,Point(139.0911366 37.9341361),新潟市東区藤見町１丁目２３番５７号
680,15108010,Point(138.8840891 37.7588032),新潟市西蒲区巻甲６３５番地
681,15201060,Point(139.0794313 37.9353337),新潟市東区大山２丁目１１番２号
682,15201150,Point(139.2202278 37.9812255),新潟市北区太郎代４７２番地
683,15201220,Point(139.0782901 37.9203509),新潟市東区山木戸１丁目１番２０号
684,15201270,Point(139.1440766 37.9562555),新潟市北区松浜５丁目１２番２号
685,15201322,Point(139.0363548 37.9162257),新潟市中央区学校町通１番町６０２番地１
686,15201410,Point(138.9869852 37.8805093),新潟市西区坂井東１丁目２番１号
687,15201420,Point(139.2268962 37.9167461),新潟市北区朝日町４丁目１番２号
688,15201430,Point(139.1016698 37.8721378),新潟市江南区亀田緑町１丁目２番８号
689,15201560,Point(139.0691899 37.9150401),新潟市中央区中央区長嶺町１１０番１
690,15201570,Point(139.0159176 37.7645821),新潟市南区白根１４０７番地
691,15202080,Point(138.8391709 37.4390233),長岡市幸町２－７－７０
692,15202510,Point(138.861469 37.4703078),長岡市城岡２－９３８－３
693,15205060,Point(138.579031 37.3676078),柏崎市三和町5-55
694,15206050,Point(139.330271 37.95293119999999),新発田市中央町５－８２１
695,15207020,Point(139.1195588 37.7911829),新潟市秋葉区新栄町４番１号
696,15212010,Point(139.474629 38.227776),村上市塩町５１３９番１
697,15213010,Point(138.9221494 37.6693936),燕市白山町３丁目２５２６－７
698,15216010,Point(137.8531416 37.0416892),糸魚川市横町３丁目２５７－７
699,15217050,Point(138.2570833 37.0397632),妙高市大崎町３２２－２０
700,15222190,Point(138.2711028 37.1622865),上越市大字三橋８４０
701,15224010,Point(138.3958256 37.9887519),佐渡市畑野甲５１－１
702,15224950,Point(138.4232742 38.2340537),佐渡市関204
703,15307020,Point(139.2790427 38.0116167),北蒲原郡聖籠町大字次第浜字突上２９７１－１
704,15307080,Point(139.2387925 37.9544644),北蒲原郡聖籠町大字藤寄字権現堂２８００－８
705,15310010,Point(139.4068027 38.0577552),胎内市東本町１６－５７
706,15463010,Point(138.8684775 37.0576786),南魚沼市六日町620-2
707,15543010,Point(138.2729815 37.1922838),上越市大字黒井字馬ノ口３９－３地先
708,15563170,Point(137.8134642 36.9909975),糸魚川市大字田海５４１８
709,16201021,Point(137.2031287 36.6943114),富山市安野屋町１－１－４２
